"","part_id","contact","part_age","cutoff_contact","cutoff_contact_100"
"1771","uk_G1_702722",14,"50-59",14,14
"1772","uk_G1_702723",5,"50-59",5,5
"1773","uk_G1_702724",2,"40-49",2,2
"1774","uk_G1_702725",1,"60-69",1,1
"1775","uk_G1_702726",3,"60-69",3,3
"1776","uk_G1_702727",1,"70-120",1,1
"1777","uk_G1_702728",1,"70-120",1,1
"1778","uk_G1_702729",3,"30-39",3,3
"1779","uk_G1_702730",2,"30-39",2,2
"1780","uk_G1_702731",1,"50-59",1,1
"1781","uk_G1_702733",8,"50-59",8,8
"1782","uk_G1_702734",2,"60-69",2,2
"1783","uk_G1_702735",8,"50-59",8,8
"1784","uk_G1_702736",2,"60-69",2,2
"1785","uk_G1_702737",1,"30-39",1,1
"1786","uk_G1_702739",2,"40-49",2,2
"1787","uk_G1_702740",7,"70-120",7,7
"1788","uk_G1_702741",3,"40-49",3,3
"1789","uk_G1_702743",2,"60-69",2,2
"1790","uk_G1_702744",3,"40-49",3,3
"1791","uk_G1_702745",2,"30-39",2,2
"1792","uk_G1_702746",6,"70-120",6,6
"1793","uk_G1_702747",4,"70-120",4,4
"1794","uk_G1_702748",6,"40-49",6,6
"1795","uk_G1_702749",1,"70-120",1,1
"1796","uk_G1_702751",12,"50-59",12,12
"1797","uk_G1_702752",1,"40-49",1,1
"1798","uk_G1_702753",1,"50-59",1,1
"1799","uk_G1_702754",1,"70-120",1,1
"1800","uk_G1_702755",6,"60-69",6,6
"1801","uk_G1_702757",1,"40-49",1,1
"1802","uk_G1_702758",1,"30-39",1,1
"1803","uk_G1_702759",2,"30-39",2,2
"1804","uk_G1_702761",4,"60-69",4,4
"1805","uk_G1_702762",7,"60-69",7,7
"1806","uk_G1_702763",1,"60-69",1,1
"1807","uk_G1_702764",3,"30-39",3,3
"1808","uk_G1_702766",6,"18-29",6,6
"1809","uk_G1_702767",4,"30-39",4,4
"1810","uk_G1_702768",3,"18-29",3,3
"1811","uk_G1_702769",5,"30-39",5,5
"1812","uk_G1_702770",2,"30-39",2,2
"1813","uk_G1_702771",6,"30-39",6,6
"1814","uk_G1_702772",6,"30-39",6,6
"1815","uk_G1_702773",4,"30-39",4,4
"1816","uk_G1_702775",1,"18-29",1,1
"1817","uk_G1_702776",3,"30-39",3,3
"1818","uk_G1_702777",1,"30-39",1,1
"1819","uk_G1_702778",1,"30-39",1,1
"1820","uk_G1_702779",7,"18-29",7,7
"1821","uk_G1_702780",1,"18-29",1,1
"1822","uk_G1_702781",2,"30-39",2,2
"1823","uk_G1_702783",3,"30-39",3,3
"1824","uk_G1_702784",1,"30-39",1,1
"1825","uk_G1_702785",1,"30-39",1,1
"1826","uk_G1_702786",2,"18-29",2,2
"1827","uk_G1_702787",2,"30-39",2,2
"1828","uk_G1_702789",2,"18-29",2,2
"1829","uk_G1_702790",3,"30-39",3,3
"1830","uk_G1_702791",6,"18-29",6,6
"1831","uk_G1_702792",3,"30-39",3,3
"1832","uk_G1_702794",2,"30-39",2,2
"1833","uk_G1_702795",3,"18-29",3,3
"1834","uk_G1_702797",11,"30-39",11,11
"1835","uk_G1_702799",2,"18-29",2,2
"1836","uk_G1_702800",1,"30-39",1,1
"1837","uk_G1_702802",2,"18-29",2,2
"1838","uk_G1_702803",1,"30-39",1,1
"1839","uk_G1_702804",3,"30-39",3,3
"1840","uk_G1_702805",3,"18-29",3,3
"1841","uk_G1_702806",1,"30-39",1,1
"1842","uk_G1_702807",1,"30-39",1,1
"1843","uk_G1_702808",7,"30-39",7,7
"1844","uk_G1_702810",6,"30-39",6,6
"1845","uk_G1_702811",3,"30-39",3,3
"1846","uk_G1_702812",2,"30-39",2,2
"1847","uk_G1_702814",5,"18-29",5,5
"1848","uk_G1_702815",2,"30-39",2,2
"1849","uk_G1_702816",3,"30-39",3,3
"1850","uk_G1_702817",2,"30-39",2,2
"1851","uk_G1_702818",2,"18-29",2,2
"1852","uk_G1_702819",7,"18-29",7,7
"1853","uk_G1_702820",1,"30-39",1,1
"1854","uk_G1_702821",2,"30-39",2,2
"1855","uk_G1_702822",1,"18-29",1,1
"1856","uk_G1_702823",3,"30-39",3,3
"1857","uk_G1_702824",2,"30-39",2,2
"1858","uk_G1_702825",2,"30-39",2,2
"1859","uk_G1_702826",4,"30-39",4,4
"1860","uk_G1_702827",2,"30-39",2,2
"1861","uk_G1_702828",1,"30-39",1,1
"1862","uk_G1_702830",3,"30-39",3,3
"1863","uk_G1_702831",4,"40-49",4,4
"1864","uk_G1_702832",2,"18-29",2,2
"1865","uk_G1_702833",1,"18-29",1,1
"1866","uk_G1_702834",1,"18-29",1,1
"1867","uk_G1_702835",1,"30-39",1,1
"1868","uk_G1_702839",6,"30-39",6,6
"1869","uk_G1_702841",2,"18-29",2,2
"1870","uk_G1_702842",15,"30-39",15,15
"1871","uk_G1_702843",3,"30-39",3,3
"1872","uk_G1_702845",3,"30-39",3,3
"1873","uk_G1_702846",3,"30-39",3,3
"1874","uk_G1_702847",1,"40-49",1,1
"1875","uk_G1_702848",1,"60-69",1,1
"1876","uk_G1_702849",4,"40-49",4,4
"1877","uk_G1_702851",3,"40-49",3,3
"1878","uk_G1_702855",1,"40-49",1,1
"1879","uk_G1_702856",1,"40-49",1,1
"1880","uk_G1_702857",1,"70-120",1,1
"1881","uk_G1_702858",1,"60-69",1,1
"1882","uk_G1_702859",10,"60-69",10,10
"1883","uk_G1_702860",2,"40-49",2,2
"1884","uk_G1_702861",9,"70-120",9,9
"1885","uk_G1_702862",3,"70-120",3,3
"1886","uk_G1_702863",1,"60-69",1,1
"1887","uk_G1_702864",2,"60-69",2,2
"1888","uk_G1_702865",2,"60-69",2,2
"1889","uk_G1_702866",1,"50-59",1,1
"1890","uk_G1_702867",2,"70-120",2,2
"1891","uk_G1_702870",2,"70-120",2,2
"1892","uk_G1_702871",2,"40-49",2,2
"1893","uk_G1_702874",1,"70-120",1,1
"1894","uk_G1_702876",1,"60-69",1,1
"1895","uk_G1_702878",1,"60-69",1,1
"1896","uk_G1_702879",3,"60-69",3,3
"1897","uk_G1_702881",2,"60-69",2,2
"1898","uk_G1_702882",1,"70-120",1,1
"1899","uk_G1_702883",1,"50-59",1,1
"1900","uk_G1_702885",1,"60-69",1,1
"1901","uk_G1_702886",2,"50-59",2,2
"1902","uk_G1_702887",1,"60-69",1,1
"1903","uk_G1_702888",1,"70-120",1,1
"1904","uk_G1_702889",4,"60-69",4,4
"1905","uk_G1_702890",1,"50-59",1,1
"1906","uk_G1_702891",3,"60-69",3,3
"1907","uk_G1_702892",1,"70-120",1,1
"1908","uk_G1_702893",1,"70-120",1,1
"1909","uk_G1_702894",1,"70-120",1,1
"1910","uk_G1_702895",1,"70-120",1,1
"1911","uk_G1_702896",7,"30-39",7,7
"1912","uk_G1_702898",23,"60-69",20,23
"1913","uk_G1_702900",5,"70-120",5,5
"1914","uk_G1_702901",1,"50-59",1,1
"1915","uk_G1_702902",4,"50-59",4,4
"1916","uk_G1_702903",1,"70-120",1,1
"1917","uk_G1_702904",64,"70-120",20,64
"1918","uk_G1_702905",7,"40-49",7,7
"1919","uk_G1_702906",1,"60-69",1,1
"1920","uk_G1_702907",1,"30-39",1,1
"1921","uk_G1_702908",3,"60-69",3,3
"1922","uk_G1_702909",2,"70-120",2,2
"1923","uk_G1_702911",1,"70-120",1,1
"1924","uk_G1_702914",2,"70-120",2,2
"1925","uk_G1_702915",1,"60-69",1,1
"1926","uk_G1_702916",2,"70-120",2,2
"1927","uk_G1_702917",1,"60-69",1,1
"1928","uk_G1_702918",3,"60-69",3,3
"1929","uk_G1_702919",5,"50-59",5,5
"1930","uk_G1_702921",2,"70-120",2,2
"1931","uk_G1_702922",2,"30-39",2,2
"1932","uk_G1_702923",4,"40-49",4,4
"1933","uk_G1_702925",5,"60-69",5,5
"1934","uk_G1_702926",1,"60-69",1,1
"1935","uk_G1_702930",9,"30-39",9,9
"1936","uk_G1_702932",1,"50-59",1,1
"1937","uk_G1_702933",1,"70-120",1,1
"1938","uk_G1_702934",1,"70-120",1,1
"1939","uk_G1_702935",1,"60-69",1,1
"1940","uk_G1_702936",1,"70-120",1,1
"1941","uk_G1_702938",3,"70-120",3,3
"1942","uk_G1_702939",1,"50-59",1,1
"1943","uk_G1_702940",1,"70-120",1,1
"1944","uk_G1_702941",10,"70-120",10,10
"1945","uk_G1_702943",2,"40-49",2,2
"1946","uk_G1_702944",3,"50-59",3,3
"1947","uk_G1_702945",4,"70-120",4,4
"1948","uk_G1_702948",4,"50-59",4,4
"1949","uk_G1_702949",1,"70-120",1,1
"1950","uk_G1_702950",4,"40-49",4,4
"1951","uk_G1_702951",1,"40-49",1,1
"1952","uk_G1_702953",2,"60-69",2,2
"1953","uk_G1_702954",1,"70-120",1,1
"1954","uk_G1_702955",1,"70-120",1,1
"1955","uk_G1_702956",1,"70-120",1,1
"1956","uk_G1_702957",1,"60-69",1,1
"1957","uk_G1_702958",4,"60-69",4,4
"1958","uk_G1_702960",57,"30-39",20,57
"1959","uk_G1_702964",1,"70-120",1,1
"1960","uk_G1_702965",4,"40-49",4,4
"1961","uk_G1_702967",1,"60-69",1,1
"1962","uk_G1_702968",4,"60-69",4,4
"1963","uk_G1_702969",2,"40-49",2,2
"1964","uk_G1_702970",2,"60-69",2,2
"1965","uk_G1_702971",2,"60-69",2,2
"1966","uk_G1_702973",1,"60-69",1,1
"1967","uk_G1_702977",1,"70-120",1,1
"1968","uk_G1_702978",1,"30-39",1,1
"1969","uk_G1_702979",2,"70-120",2,2
"1970","uk_G1_702980",2,"60-69",2,2
"1971","uk_G1_702981",5,"60-69",5,5
"1972","uk_G1_702982",9,"60-69",9,9
"1973","uk_G1_702983",2,"60-69",2,2
"1974","uk_G1_702984",5,"60-69",5,5
"1975","uk_G1_702985",4,"60-69",4,4
"1976","uk_G1_702986",10,"40-49",10,10
"1977","uk_G1_702988",1,"60-69",1,1
"1978","uk_G1_702991",1,"60-69",1,1
"1979","uk_G1_702992",2,"30-39",2,2
"1980","uk_G1_702993",6,"60-69",6,6
"1981","uk_G1_702994",6,"50-59",6,6
"1982","uk_G1_702996",4,"30-39",4,4
"1983","uk_G1_702997",4,"18-29",4,4
"1984","uk_G1_702998",1,"30-39",1,1
"1985","uk_G1_702999",6,"40-49",6,6
"1986","uk_G1_703000",2,"30-39",2,2
"1987","uk_G1_700004",0,"60-69",0,0
"1988","uk_G1_700011",0,"30-39",0,0
"1989","uk_G1_700025",0,"40-49",0,0
"1990","uk_G1_700030",0,"60-69",0,0
"1991","uk_G1_700052",0,"60-69",0,0
"1992","uk_G1_700062",0,"18-29",0,0
"1993","uk_G1_700063",0,"50-59",0,0
"1994","uk_G1_700064",0,"18-29",0,0
"1995","uk_G1_700066",0,"30-39",0,0
"1996","uk_G1_700068",0,"50-59",0,0
"1997","uk_G1_700070",0,"60-69",0,0
"1998","uk_G1_700107",0,"60-69",0,0
"1999","uk_G1_700109",0,"60-69",0,0
"2000","uk_G1_700129",0,"30-39",0,0
"2001","uk_G1_700142",0,"60-69",0,0
"2002","uk_G1_700144",0,"40-49",0,0
"2003","uk_G1_700162",0,"50-59",0,0
"2004","uk_G1_700166",0,"30-39",0,0
"2005","uk_G1_700171",0,"30-39",0,0
"2006","uk_G1_700189",0,"30-39",0,0
"2007","uk_G1_700192",0,"40-49",0,0
"2008","uk_G1_700193",0,"50-59",0,0
"2009","uk_G1_700197",0,"70-120",0,0
"2010","uk_G1_700202",0,"30-39",0,0
"2011","uk_G1_700213",0,"50-59",0,0
"2012","uk_G1_700218",0,"60-69",0,0
"2013","uk_G1_700231",0,"60-69",0,0
"2014","uk_G1_700238",0,"18-29",0,0
"2015","uk_G1_700246",0,"70-120",0,0
"2016","uk_G1_700262",0,"50-59",0,0
"2017","uk_G1_700264",0,"18-29",0,0
"2018","uk_G1_700266",0,"50-59",0,0
"2019","uk_G1_700271",0,"18-29",0,0
"2020","uk_G1_700272",0,"40-49",0,0
"2021","uk_G1_700287",0,"50-59",0,0
"2022","uk_G1_700292",0,"40-49",0,0
"2023","uk_G1_700309",0,"50-59",0,0
"2024","uk_G1_700320",0,"30-39",0,0
"2025","uk_G1_700321",0,"50-59",0,0
"2026","uk_G1_700342",0,"50-59",0,0
"2027","uk_G1_700347",0,"70-120",0,0
"2028","uk_G1_700358",0,"50-59",0,0
"2029","uk_G1_700361",0,"30-39",0,0
"2030","uk_G1_700369",0,"70-120",0,0
"2031","uk_G1_700370",0,"60-69",0,0
"2032","uk_G1_700371",0,"60-69",0,0
"2033","uk_G1_700375",0,"30-39",0,0
"2034","uk_G1_700379",0,"50-59",0,0
"2035","uk_G1_700386",0,"60-69",0,0
"2036","uk_G1_700388",0,"50-59",0,0
"2037","uk_G1_700390",0,"50-59",0,0
"2038","uk_G1_700400",0,"50-59",0,0
"2039","uk_G1_700402",0,"40-49",0,0
"2040","uk_G1_700411",0,"30-39",0,0
"2041","uk_G1_700417",0,"60-69",0,0
"2042","uk_G1_700429",0,"50-59",0,0
"2043","uk_G1_700432",0,"60-69",0,0
"2044","uk_G1_700433",0,"60-69",0,0
"2045","uk_G1_700440",0,"30-39",0,0
"2046","uk_G1_700450",0,"40-49",0,0
"2047","uk_G1_700451",0,"60-69",0,0
"2048","uk_G1_700452",0,"50-59",0,0
"2049","uk_G1_700453",0,"30-39",0,0
"2050","uk_G1_700466",0,"30-39",0,0
"2051","uk_G1_700467",0,"70-120",0,0
"2052","uk_G1_700476",0,"70-120",0,0
"2053","uk_G1_700494",0,"18-29",0,0
"2054","uk_G1_700515",0,"70-120",0,0
"2055","uk_G1_700518",0,"40-49",0,0
"2056","uk_G1_700520",0,"30-39",0,0
"2057","uk_G1_700528",0,"40-49",0,0
"2058","uk_G1_700533",0,"40-49",0,0
"2059","uk_G1_700535",0,"60-69",0,0
"2060","uk_G1_700557",0,"50-59",0,0
"2061","uk_G1_700564",0,"60-69",0,0
"2062","uk_G1_700580",0,"60-69",0,0
"2063","uk_G1_700585",0,"18-29",0,0
"2064","uk_G1_700588",0,"70-120",0,0
"2065","uk_G1_700601",0,"60-69",0,0
"2066","uk_G1_700614",0,"60-69",0,0
"2067","uk_G1_700620",0,"60-69",0,0
"2068","uk_G1_700623",0,"60-69",0,0
"2069","uk_G1_700634",0,"70-120",0,0
"2070","uk_G1_700768",0,"50-59",0,0
"2071","uk_G1_700782",0,"30-39",0,0
"2072","uk_G1_700805",0,"30-39",0,0
"2073","uk_G1_700809",0,"18-29",0,0
"2074","uk_G1_700822",0,"30-39",0,0
"2075","uk_G1_700839",0,"40-49",0,0
"2076","uk_G1_700840",0,"50-59",0,0
"2077","uk_G1_700847",0,"30-39",0,0
"2078","uk_G1_700853",0,"40-49",0,0
"2079","uk_G1_700860",0,"50-59",0,0
"2080","uk_G1_700861",0,"30-39",0,0
"2081","uk_G1_700879",0,"60-69",0,0
"2082","uk_G1_700883",0,"40-49",0,0
"2083","uk_G1_700886",0,"50-59",0,0
"2084","uk_G1_700902",0,"70-120",0,0
"2085","uk_G1_700912",0,"40-49",0,0
"2086","uk_G1_700929",0,"60-69",0,0
"2087","uk_G1_700956",0,"60-69",0,0
"2088","uk_G1_700960",0,"40-49",0,0
"2089","uk_G1_700974",0,"30-39",0,0
"2090","uk_G1_700977",0,"60-69",0,0
"2091","uk_G1_700978",0,"40-49",0,0
"2092","uk_G1_700990",0,"50-59",0,0
"2093","uk_G1_700995",0,"40-49",0,0
"2094","uk_G1_700998",0,"60-69",0,0
"2095","uk_G1_701006",0,"60-69",0,0
"2096","uk_G1_701008",0,"50-59",0,0
"2097","uk_G1_701016",0,"60-69",0,0
"2098","uk_G1_701017",0,"40-49",0,0
"2099","uk_G1_701023",0,"50-59",0,0
"2100","uk_G1_701031",0,"50-59",0,0
"2101","uk_G1_701032",0,"30-39",0,0
"2102","uk_G1_701035",0,"70-120",0,0
"2103","uk_G1_701042",0,"30-39",0,0
"2104","uk_G1_701043",0,"18-29",0,0
"2105","uk_G1_701045",0,"18-29",0,0
"2106","uk_G1_701057",0,"70-120",0,0
"2107","uk_G1_701060",0,"40-49",0,0
"2108","uk_G1_701061",0,"60-69",0,0
"2109","uk_G1_701064",0,"40-49",0,0
"2110","uk_G1_701065",0,"40-49",0,0
"2111","uk_G1_701068",0,"30-39",0,0
"2112","uk_G1_701089",0,"50-59",0,0
"2113","uk_G1_701090",0,"60-69",0,0
"2114","uk_G1_701091",0,"50-59",0,0
"2115","uk_G1_701094",0,"40-49",0,0
"2116","uk_G1_701096",0,"60-69",0,0
"2117","uk_G1_701101",0,"50-59",0,0
"2118","uk_G1_701103",0,"70-120",0,0
"2119","uk_G1_701110",0,"50-59",0,0
"2120","uk_G1_701113",0,"60-69",0,0
"2121","uk_G1_701120",0,"60-69",0,0
"2122","uk_G1_701125",0,"70-120",0,0
"2123","uk_G1_701131",0,"70-120",0,0
"2124","uk_G1_701132",0,"70-120",0,0
"2125","uk_G1_701135",0,"60-69",0,0
"2126","uk_G1_701136",0,"40-49",0,0
"2127","uk_G1_701137",0,"30-39",0,0
"2128","uk_G1_701142",0,"70-120",0,0
"2129","uk_G1_701149",0,"30-39",0,0
"2130","uk_G1_701156",0,"18-29",0,0
"2131","uk_G1_701170",0,"18-29",0,0
"2132","uk_G1_701174",0,"18-29",0,0
"2133","uk_G1_701175",0,"18-29",0,0
"2134","uk_G1_701182",0,"18-29",0,0
"2135","uk_G1_701183",0,"18-29",0,0
"2136","uk_G1_701272",0,"18-29",0,0
"2137","uk_G1_701275",0,"18-29",0,0
"2138","uk_G1_701304",0,"18-29",0,0
"2139","uk_G1_701317",0,"18-29",0,0
"2140","uk_G1_701370",0,"18-29",0,0
"2141","uk_G1_701422",0,"18-29",0,0
"2142","uk_G1_701446",0,"18-29",0,0
"2143","uk_G1_701451",0,"18-29",0,0
"2144","uk_G1_701452",0,"18-29",0,0
"2145","uk_G1_701454",0,"18-29",0,0
"2146","uk_G1_701464",0,"18-29",0,0
"2147","uk_G1_701467",0,"50-59",0,0
"2148","uk_G1_701470",0,"18-29",0,0
"2149","uk_G1_701474",0,"18-29",0,0
"2150","uk_G1_701478",0,"18-29",0,0
"2151","uk_G1_701482",0,"18-29",0,0
"2152","uk_G1_701486",0,"18-29",0,0
"2153","uk_G1_701495",0,"18-29",0,0
"2154","uk_G1_701499",0,"18-29",0,0
"2155","uk_G1_701500",0,"18-29",0,0
"2156","uk_G1_701508",0,"18-29",0,0
"2157","uk_G1_701523",0,"18-29",0,0
"2158","uk_G1_701536",0,"50-59",0,0
"2159","uk_G1_701538",0,"40-49",0,0
"2160","uk_G1_701545",0,"50-59",0,0
"2161","uk_G1_701561",0,"60-69",0,0
"2162","uk_G1_701567",0,"30-39",0,0
"2163","uk_G1_701570",0,"50-59",0,0
"2164","uk_G1_701577",0,"50-59",0,0
"2165","uk_G1_701581",0,"60-69",0,0
"2166","uk_G1_701588",0,"40-49",0,0
"2167","uk_G1_701594",0,"30-39",0,0
"2168","uk_G1_701598",0,"60-69",0,0
"2169","uk_G1_701607",0,"50-59",0,0
"2170","uk_G1_701610",0,"50-59",0,0
"2171","uk_G1_701627",0,"40-49",0,0
"2172","uk_G1_701630",0,"60-69",0,0
"2173","uk_G1_701634",0,"60-69",0,0
"2174","uk_G1_701640",0,"40-49",0,0
"2175","uk_G1_701649",0,"60-69",0,0
"2176","uk_G1_701654",0,"40-49",0,0
"2177","uk_G1_701662",0,"30-39",0,0
"2178","uk_G1_701665",0,"50-59",0,0
"2179","uk_G1_701676",0,"40-49",0,0
"2180","uk_G1_701678",0,"50-59",0,0
"2181","uk_G1_701685",0,"40-49",0,0
"2182","uk_G1_701690",0,"60-69",0,0
"2183","uk_G1_701691",0,"60-69",0,0
"2184","uk_G1_701698",0,"60-69",0,0
"2185","uk_G1_701699",0,"60-69",0,0
"2186","uk_G1_701730",0,"50-59",0,0
"2187","uk_G1_701752",0,"60-69",0,0
"2188","uk_G1_701754",0,"40-49",0,0
"2189","uk_G1_701757",0,"60-69",0,0
"2190","uk_G1_701778",0,"60-69",0,0
"2191","uk_G1_701780",0,"60-69",0,0
"2192","uk_G1_701785",0,"18-29",0,0
"2193","uk_G1_701792",0,"70-120",0,0
"2194","uk_G1_701798",0,"60-69",0,0
"2195","uk_G1_701801",0,"50-59",0,0
"2196","uk_G1_701807",0,"50-59",0,0
"2197","uk_G1_701808",0,"70-120",0,0
"2198","uk_G1_701826",0,"60-69",0,0
"2199","uk_G1_701831",0,"70-120",0,0
"2200","uk_G1_701840",0,"70-120",0,0
"2201","uk_G1_701844",0,"60-69",0,0
"2202","uk_G1_701856",0,"60-69",0,0
"2203","uk_G1_701868",0,"50-59",0,0
"2204","uk_G1_701891",0,"60-69",0,0
"2205","uk_G1_701894",0,"50-59",0,0
"2206","uk_G1_701901",0,"40-49",0,0
"2207","uk_G1_701904",0,"50-59",0,0
"2208","uk_G1_701905",0,"70-120",0,0
"2209","uk_G1_701908",0,"50-59",0,0
"2210","uk_G1_701920",0,"40-49",0,0
"2211","uk_G1_701935",0,"60-69",0,0
"2212","uk_G1_701947",0,"70-120",0,0
"2213","uk_G1_701951",0,"60-69",0,0
"2214","uk_G1_701952",0,"70-120",0,0
"2215","uk_G1_701958",0,"30-39",0,0
"2216","uk_G1_701968",0,"50-59",0,0
"2217","uk_G1_701970",0,"40-49",0,0
"2218","uk_G1_701975",0,"50-59",0,0
"2219","uk_G1_701977",0,"40-49",0,0
"2220","uk_G1_701993",0,"40-49",0,0
"2221","uk_G1_702008",0,"40-49",0,0
"2222","uk_G1_702016",0,"60-69",0,0
"2223","uk_G1_702019",0,"50-59",0,0
"2224","uk_G1_702023",0,"18-29",0,0
"2225","uk_G1_702024",0,"50-59",0,0
"2226","uk_G1_702031",0,"30-39",0,0
"2227","uk_G1_702035",0,"30-39",0,0
"2228","uk_G1_702036",0,"40-49",0,0
"2229","uk_G1_702042",0,"18-29",0,0
"2230","uk_G1_702047",0,"18-29",0,0
"2231","uk_G1_702048",0,"40-49",0,0
"2232","uk_G1_702064",0,"30-39",0,0
"2233","uk_G1_702067",0,"40-49",0,0
"2234","uk_G1_702070",0,"30-39",0,0
"2235","uk_G1_702083",0,"60-69",0,0
"2236","uk_G1_702090",0,"30-39",0,0
"2237","uk_G1_702097",0,"18-29",0,0
"2238","uk_G1_702098",0,"30-39",0,0
"2239","uk_G1_702101",0,"50-59",0,0
"2240","uk_G1_702106",0,"40-49",0,0
"2241","uk_G1_702108",0,"50-59",0,0
"2242","uk_G1_702109",0,"18-29",0,0
"2243","uk_G1_702114",0,"40-49",0,0
"2244","uk_G1_702129",0,"40-49",0,0
"2245","uk_G1_702133",0,"50-59",0,0
"2246","uk_G1_702136",0,"30-39",0,0
"2247","uk_G1_702140",0,"70-120",0,0
"2248","uk_G1_702142",0,"70-120",0,0
"2249","uk_G1_702149",0,"40-49",0,0
"2250","uk_G1_702152",0,"18-29",0,0
"2251","uk_G1_702153",0,"18-29",0,0
"2252","uk_G1_702170",0,"18-29",0,0
"2253","uk_G1_702177",0,"18-29",0,0
"2254","uk_G1_702180",0,"18-29",0,0
"2255","uk_G1_702192",0,"18-29",0,0
"2256","uk_G1_702204",0,"18-29",0,0
"2257","uk_G1_702211",0,"18-29",0,0
"2258","uk_G1_702213",0,"18-29",0,0
"2259","uk_G1_702216",0,"30-39",0,0
"2260","uk_G1_702226",0,"18-29",0,0
"2261","uk_G1_702234",0,"18-29",0,0
"2262","uk_G1_702243",0,"18-29",0,0
"2263","uk_G1_702267",0,"18-29",0,0
"2264","uk_G1_702268",0,"18-29",0,0
"2265","uk_G1_702274",0,"18-29",0,0
"2266","uk_G1_702275",0,"18-29",0,0
"2267","uk_G1_702276",0,"18-29",0,0
"2268","uk_G1_702286",0,"30-39",0,0
"2269","uk_G1_702332",0,"30-39",0,0
"2270","uk_G1_702419",0,"30-39",0,0
"2271","uk_G1_702420",0,"30-39",0,0
"2272","uk_G1_702423",0,"30-39",0,0
"2273","uk_G1_702433",0,"30-39",0,0
"2274","uk_G1_702440",0,"30-39",0,0
"2275","uk_G1_702446",0,"18-29",0,0
"2276","uk_G1_702456",0,"30-39",0,0
"2277","uk_G1_702478",0,"30-39",0,0
"2278","uk_G1_702482",0,"30-39",0,0
"2279","uk_G1_702483",0,"30-39",0,0
"2280","uk_G1_702487",0,"30-39",0,0
"2281","uk_G1_702493",0,"18-29",0,0
"2282","uk_G1_702498",0,"30-39",0,0
"2283","uk_G1_702500",0,"18-29",0,0
"2284","uk_G1_702504",0,"30-39",0,0
"2285","uk_G1_702524",0,"40-49",0,0
"2286","uk_G1_702536",0,"30-39",0,0
"2287","uk_G1_702538",0,"60-69",0,0
"2288","uk_G1_702541",0,"50-59",0,0
"2289","uk_G1_702543",0,"50-59",0,0
"2290","uk_G1_702559",0,"50-59",0,0
"2291","uk_G1_702560",0,"60-69",0,0
"2292","uk_G1_702564",0,"60-69",0,0
"2293","uk_G1_702576",0,"40-49",0,0
"2294","uk_G1_702595",0,"50-59",0,0
"2295","uk_G1_702597",0,"70-120",0,0
"2296","uk_G1_702601",0,"40-49",0,0
"2297","uk_G1_702604",0,"40-49",0,0
"2298","uk_G1_702608",0,"40-49",0,0
"2299","uk_G1_702614",0,"50-59",0,0
"2300","uk_G1_702619",0,"30-39",0,0
"2301","uk_G1_702620",0,"40-49",0,0
"2302","uk_G1_702623",0,"50-59",0,0
"2303","uk_G1_702624",0,"50-59",0,0
"2304","uk_G1_702629",0,"70-120",0,0
"2305","uk_G1_702630",0,"70-120",0,0
"2306","uk_G1_702642",0,"50-59",0,0
"2307","uk_G1_702644",0,"50-59",0,0
"2308","uk_G1_702648",0,"50-59",0,0
"2309","uk_G1_702652",0,"18-29",0,0
"2310","uk_G1_702653",0,"30-39",0,0
"2311","uk_G1_702654",0,"70-120",0,0
"2312","uk_G1_702655",0,"30-39",0,0
"2313","uk_G1_702668",0,"50-59",0,0
"2314","uk_G1_702672",0,"40-49",0,0
"2315","uk_G1_702673",0,"70-120",0,0
"2316","uk_G1_702674",0,"60-69",0,0
"2317","uk_G1_702687",0,"50-59",0,0
"2318","uk_G1_702693",0,"50-59",0,0
"2319","uk_G1_702698",0,"60-69",0,0
"2320","uk_G1_702699",0,"50-59",0,0
"2321","uk_G1_702715",0,"50-59",0,0
"2322","uk_G1_702721",0,"60-69",0,0
"2323","uk_G1_702732",0,"18-29",0,0
"2324","uk_G1_702738",0,"30-39",0,0
"2325","uk_G1_702742",0,"60-69",0,0
"2326","uk_G1_702750",0,"60-69",0,0
"2327","uk_G1_702756",0,"40-49",0,0
"2328","uk_G1_702760",0,"60-69",0,0
"2329","uk_G1_702765",0,"30-39",0,0
"2330","uk_G1_702774",0,"30-39",0,0
"2331","uk_G1_702782",0,"30-39",0,0
"2332","uk_G1_702788",0,"30-39",0,0
"2333","uk_G1_702793",0,"30-39",0,0
"2334","uk_G1_702796",0,"30-39",0,0
"2335","uk_G1_702798",0,"30-39",0,0
"2336","uk_G1_702801",0,"18-29",0,0
"2337","uk_G1_702809",0,"18-29",0,0
"2338","uk_G1_702813",0,"30-39",0,0
"2339","uk_G1_702829",0,"30-39",0,0
"2340","uk_G1_702836",0,"30-39",0,0
"2341","uk_G1_702837",0,"18-29",0,0
"2342","uk_G1_702838",0,"18-29",0,0
"2343","uk_G1_702840",0,"30-39",0,0
"2344","uk_G1_702844",0,"18-29",0,0
"2345","uk_G1_702850",0,"40-49",0,0
"2346","uk_G1_702852",0,"40-49",0,0
"2347","uk_G1_702853",0,"50-59",0,0
"2348","uk_G1_702854",0,"70-120",0,0
"2349","uk_G1_702868",0,"70-120",0,0
"2350","uk_G1_702869",0,"50-59",0,0
"2351","uk_G1_702872",0,"70-120",0,0
"2352","uk_G1_702873",0,"60-69",0,0
